Count,Hour,Temperature,Humidity,Seasons
26,20,11.3,80,Spring
7,21,10.6,89,Spring
8,22,9.6,92,Spring
9,23,8.7,91,Spring
22,0,7.6,88,Spring
23,1,7,88,Spring
9,2,6.3,89,Spring
2,3,5.7,92,Spring
4,4,5.1,90,Spring
22,5,4.7,89,Spring
20,6,4.2,87,Spring
85,7,3.8,87,Spring
184,8,3.6,88,Spring
211,9,3.7,85,Spring
232,10,4.4,80,Spring
322,11,6.1,66,Spring
438,12,7.6,58,Spring
465,13,8.3,51,Spring
550,14,10,44,Spring
637,15,10.3,43,Spring
718,16,11,39,Spring
865,17,10,43,Spring
1155,18,8.1,47,Spring
782,19,5.8,53,Spring
578,20,4.3,57,Spring
533,21,3.1,59,Spring
466,22,2.3,63,Spring
274,23,1.9,60,Spring
224,0,1.3,69,Spring
188,1,0.8,67,Spring
122,2,0.3,71,Spring
82,3,0.1,71,Spring
79,4,-0.5,75,Spring
80,5,-0.9,78,Spring
214,6,-1,77,Spring
583,7,-1,78,Spring
997,8,-0.7,76,Spring
556,9,1.2,62,Spring
380,10,3.7,51,Spring
475,11,6.3,41,Spring
504,12,8.5,34,Spring
528,13,9.3,27,Spring
567,14,9.2,27,Spring
616,15,10.1,24,Spring
680,16,10.6,26,Spring
883,17,10.2,27,Spring
1246,18,8.7,28,Spring
833,19,7.1,30,Spring
666,20,6.1,31,Spring
625,21,5.5,33,Spring
514,22,4.5,40,Spring
361,23,3.5,44,Spring
289,0,2.8,45,Spring
194,1,2.8,46,Spring
134,2,2.6,50,Spring
92,3,2.7,55,Spring
49,4,2.6,61,Spring
97,5,2.5,63,Spring
232,6,2.4,65,Spring
598,7,2.2,65,Spring
1032,8,2.6,63,Spring
566,9,3.8,58,Spring
410,10,5.2,52,Spring
441,11,8,43,Spring
550,12,9.6,39,Spring
509,13,9.9,39,Spring
505,14,9.8,38,Spring
620,15,10.2,34,Spring
646,16,10.4,36,Spring
849,17,10.4,37,Spring
1365,18,9.6,42,Spring
799,19,8.9,44,Spring
587,20,8.5,46,Spring
411,21,7.9,56,Spring
147,22,7.2,60,Spring
48,23,6,79,Spring
49,0,5.2,83,Spring
23,1,4.7,86,Spring
19,2,4.2,88,Spring
12,3,3.8,90,Spring
8,4,3.3,90,Spring
17,5,3.1,90,Spring
32,6,3.1,89,Spring
64,7,3,90,Spring
88,8,3,94,Spring
100,9,3.4,90,Spring
165,10,3.6,88,Spring
290,11,4.5,82,Spring
375,12,5.6,72,Spring
405,13,6.7,65,Spring
452,14,7.7,62,Spring
555,15,9.2,53,Spring
594,16,9.5,56,Spring
757,17,7.5,64,Spring
1091,18,5.9,68,Spring
683,19,4.5,72,Spring
586,20,3.3,74,Spring
533,21,3.1,74,Spring
498,22,2.8,74,Spring
315,23,2.8,73,Spring
272,0,3,72,Spring
228,1,2.8,73,Spring
155,2,2.8,74,Spring
105,3,2.7,75,Spring
66,4,2.5,76,Spring
88,5,2.5,76,Spring
195,6,2.5,71,Spring
574,7,1.6,76,Spring
1041,8,1.8,67,Spring
570,9,3.5,60,Spring
361,10,4.8,54,Spring
444,11,5.9,51,Spring
510,12,6.8,51,Spring
509,13,7.5,44,Spring
542,14,8,42,Spring
611,15,7.7,51,Spring
686,16,9.6,38,Spring
834,17,8.9,46,Spring
1231,18,7,55,Spring
718,19,5.4,60,Spring
535,20,4.3,67,Spring
537,21,3.5,69,Spring
521,22,2.9,69,Spring
309,23,2.5,72,Spring
328,0,2.1,74,Spring
305,1,2,75,Spring
241,2,1.6,79,Spring
139,3,1.3,80,Spring
91,4,0.9,81,Spring
79,5,0.8,80,Spring
74,6,1.1,78,Spring
208,7,0.9,78,Spring
340,8,1.5,73,Spring
381,9,2.7,71,Spring
416,10,3.5,65,Spring
497,11,5.7,58,Spring
650,12,7.1,50,Spring
757,13,8.2,42,Spring
906,14,9.2,38,Spring
931,15,8.1,36,Spring
972,16,8.3,37,Spring
829,17,7.7,46,Spring
664,18,6.2,61,Spring
573,19,5.3,67,Spring
447,20,5.2,69,Spring
470,21,5,73,Spring
421,22,5,75,Spring
345,23,5.1,75,Spring
376,0,5.1,77,Spring
222,1,4.8,80,Spring
171,2,4.7,78,Spring
115,3,4.4,80,Spring
80,4,4.2,81,Spring
45,5,3.9,85,Spring
63,6,3.4,85,Spring
119,7,2.9,84,Spring
212,8,2.8,82,Spring
289,9,3.9,77,Spring
394,10,5.9,69,Spring
425,11,7.6,54,Spring
666,12,9.2,40,Spring
843,13,10.3,31,Spring
1154,14,11.6,20,Spring
1294,15,11.9,26,Spring
1205,16,11.9,25,Spring
1028,17,11.1,25,Spring
776,18,9.4,22,Spring
596,19,7.8,28,Spring
530,20,6.7,32,Spring
533,21,5.7,34,Spring
419,22,5.3,31,Spring
288,23,4.2,34,Spring
222,0,3.5,46,Spring
163,1,2.9,51,Spring
95,2,2.7,46,Spring
60,3,2.3,48,Spring
47,4,2.8,52,Spring
106,5,3.3,53,Spring
261,6,2.8,57,Spring
662,7,3,53,Spring
1066,8,3.8,47,Spring
604,9,4.8,43,Spring
406,10,6.6,40,Spring
463,11,9.2,33,Spring
581,12,11.7,32,Spring
588,13,13.6,34,Spring
603,14,14.9,34,Spring
694,15,15.3,32,Spring
752,16,14.5,34,Spring
931,17,13.7,38,Spring
1425,18,12.2,43,Spring
946,19,10.6,47,Spring
801,20,9.4,50,Spring
771,21,8.7,49,Spring
695,22,7.8,49,Spring
397,23,6.8,56,Spring
309,0,6.4,62,Spring
231,1,5.9,65,Spring
161,2,5.4,66,Spring
103,3,5.5,62,Spring
88,4,6.2,59,Spring
97,5,6.8,56,Spring
252,6,7,58,Spring
668,7,7.2,56,Spring
1215,8,8,48,Spring
616,9,9.4,44,Spring
428,10,10.9,40,Spring
571,11,12.6,49,Spring
626,12,15.5,47,Spring
678,13,17.1,42,Spring
705,14,18.3,43,Spring
815,15,18.6,47,Spring
890,16,17.6,53,Spring
1085,17,16.9,62,Spring
1749,18,15.7,68,Spring
1224,19,14.1,77,Spring
986,20,13.9,77,Spring
982,21,13.7,79,Spring
912,22,13.5,81,Spring
572,23,13.4,81,Spring
412,0,13.6,79,Spring
309,1,13.7,73,Spring
226,2,13.8,70,Spring
142,3,14,67,Spring
82,4,14,70,Spring
123,5,14.1,69,Spring
290,6,14.1,69,Spring
786,7,14.1,69,Spring
1371,8,14.2,67,Spring
761,9,14.6,62,Spring
552,10,15.7,58,Spring
643,11,17.5,55,Spring
813,12,19.9,44,Spring
789,13,20.9,44,Spring
878,14,21.1,42,Spring
1025,15,21.7,39,Spring
1049,16,21.7,41,Spring
1325,17,20.5,49,Spring
2100,18,19.2,53,Spring
1478,19,17.9,54,Spring
1275,20,17.2,60,Spring
1181,21,16.8,67,Spring
983,22,16.2,71,Spring
587,23,16.1,69,Spring
466,0,16,69,Spring
355,1,16.3,68,Spring
203,2,16.5,68,Spring
51,3,16.5,69,Spring
9,4,15.1,86,Spring
8,5,14.5,94,Spring
10,6,14.4,96,Spring
15,7,14.3,97,Spring
39,8,14.1,97,Spring
32,9,14.1,98,Spring
27,10,14.2,98,Spring
65,11,13.9,98,Spring
204,12,13.3,97,Spring
269,13,12.7,97,Spring
289,14,12.1,97,Spring
329,15,11.6,97,Spring
214,16,10.7,98,Spring
411,17,10.9,98,Spring
676,18,10.4,98,Spring
606,19,10.4,98,Spring
533,20,10.5,97,Spring
567,21,10.4,96,Spring
506,22,9.8,90,Spring
343,23,9.3,90,Spring
287,0,8.4,86,Spring
278,1,7.2,83,Spring
178,2,6.7,72,Spring
102,3,6.1,67,Spring
85,4,5.7,62,Spring
85,5,5.2,60,Spring
222,6,4.4,61,Spring
652,7,3.7,59,Spring
1176,8,3.8,56,Spring
683,9,5.2,51,Spring
507,10,6.7,46,Spring
557,11,8.2,45,Spring
705,12,9.4,40,Spring
715,13,10.4,38,Spring
772,14,11,36,Spring
923,15,11.9,32,Spring
976,16,11.6,31,Spring
1160,17,11.2,30,Spring
1641,18,10,33,Spring
974,19,8.1,36,Spring
774,20,6.7,41,Spring
710,21,5.8,43,Spring
660,22,4.9,46,Spring
455,23,4.2,47,Spring
414,0,3.7,48,Spring
366,1,3,52,Spring
268,2,2.3,56,Spring
157,3,1.8,59,Spring
103,4,1.3,61,Spring
60,5,1,62,Spring
109,6,0.8,63,Spring
193,7,0.5,64,Spring
384,8,1.3,57,Spring
520,9,3.4,49,Spring
561,10,6,43,Spring
742,11,8,39,Spring
933,12,10,38,Spring
1111,13,10.9,32,Spring
1294,14,12.1,29,Spring
1514,15,13.2,23,Spring
1440,16,13.7,28,Spring
1272,17,12.1,34,Spring
934,18,10.6,42,Spring
718,19,8.8,49,Spring
688,20,7.9,54,Spring
624,21,7.4,54,Spring
562,22,7,55,Spring
422,23,6.4,59,Spring
407,0,5.9,56,Spring
309,1,5.7,55,Spring
226,2,5.5,56,Spring
174,3,5.5,57,Spring
106,4,5.6,55,Spring
67,5,5.6,55,Spring
73,6,5.7,54,Spring
152,7,5.5,58,Spring
293,8,5.9,58,Spring
398,9,6.3,53,Spring
460,10,7.2,53,Spring
587,11,8.5,49,Spring
751,12,9.8,46,Spring
881,13,10.6,43,Spring
993,14,11,41,Spring
1128,15,12,37,Spring
1059,16,12.3,30,Spring
603,17,11.1,42,Spring
365,18,10.4,47,Spring
237,19,10,53,Spring
146,20,9.2,66,Spring
71,21,8.8,72,Spring
70,22,8.1,76,Spring
53,23,7.4,80,Spring
67,0,7,81,Spring
38,1,6.7,84,Spring
28,2,6.6,86,Spring
12,3,6.5,88,Spring
9,4,6.3,90,Spring
27,5,6.2,89,Spring
91,6,6.5,88,Spring
370,7,6.5,88,Spring
592,8,7.3,84,Spring
387,9,8.2,81,Spring
292,10,9.1,77,Spring
393,11,10.2,65,Spring
403,12,10.2,58,Spring
387,13,10.1,61,Spring
326,14,10.1,59,Spring
263,15,9.8,57,Spring
271,16,8.9,63,Spring
605,17,8.5,59,Spring
1200,18,8.6,55,Spring
818,19,8.4,51,Spring
711,20,8.3,47,Spring
731,21,8,47,Spring
565,22,7.6,48,Spring
382,23,6.9,44,Spring
297,0,6.3,42,Spring
243,1,5.5,42,Spring
165,2,5.1,44,Spring
95,3,4.7,44,Spring
69,4,4.4,44,Spring
92,5,4.1,42,Spring
235,6,3.9,43,Spring
677,7,3.8,44,Spring
1212,8,4.3,43,Spring
661,9,5.7,38,Spring
418,10,7.4,35,Spring
488,11,8.4,34,Spring
522,12,9,33,Spring
516,13,8,37,Spring
478,14,7.3,38,Spring
492,15,6.5,39,Spring
518,16,5.6,42,Spring
719,17,4.9,43,Spring
1111,18,4.1,43,Spring
716,19,3.2,45,Spring
543,20,2.7,45,Spring
494,21,2.3,40,Spring
460,22,2,37,Spring
294,23,1.8,37,Spring
240,0,1.6,39,Spring
223,1,1.5,40,Spring
147,2,1.4,40,Spring
82,3,1.3,40,Spring
70,4,1.3,39,Spring
80,5,1.3,40,Spring
209,6,1.4,42,Spring
605,7,1.4,43,Spring
1097,8,1.6,42,Spring
614,9,2.5,40,Spring
374,10,3.6,37,Spring
339,11,4.8,35,Spring
333,12,4.8,51,Spring
196,13,4,64,Spring
117,14,1.9,89,Spring
184,15,2.2,85,Spring
241,16,2.4,79,Spring
319,17,2.5,78,Spring
615,18,2,77,Spring
402,19,2,81,Spring
120,20,1.7,85,Spring
231,21,1.2,92,Spring
320,22,1.2,87,Spring
226,23,1.5,86,Spring
243,0,1.6,86,Spring
247,1,1.6,85,Spring
173,2,1.5,86,Spring
107,3,1.3,87,Spring
75,4,1.3,87,Spring
81,5,1.1,88,Spring
212,6,0.8,88,Spring
600,7,0.6,85,Spring
1174,8,1.1,79,Spring
653,9,2.5,67,Spring
446,10,4.9,56,Spring
565,11,6.9,46,Spring
668,12,8.3,36,Spring
648,13,9.9,29,Spring
674,14,11.4,30,Spring
758,15,10.7,34,Spring
752,16,10.3,34,Spring
999,17,9.6,38,Spring
1495,18,7.9,46,Spring
923,19,6.2,54,Spring
739,20,5.1,56,Spring
726,21,4.5,62,Spring
621,22,3.9,66,Spring
428,23,3.4,69,Spring
335,0,2.9,72,Spring
283,1,2.5,75,Spring
216,2,2.2,80,Spring
128,3,1.9,81,Spring
92,4,2,80,Spring
95,5,2.2,79,Spring
243,6,2.3,80,Spring
661,7,2.5,79,Spring
1216,8,2.6,77,Spring
664,9,3.3,72,Spring
461,10,5.4,64,Spring
584,11,7.1,50,Spring
690,12,9.3,37,Spring
682,13,10.9,36,Spring
758,14,12.4,33,Spring
849,15,12.1,30,Spring
901,16,12.2,24,Spring
1108,17,11.2,27,Spring
1611,18,9.7,36,Spring
932,19,8.3,48,Spring
724,20,6.7,48,Spring
676,21,5.8,60,Spring
638,22,5.3,63,Spring
422,23,5,42,Spring
403,0,4.7,46,Spring
360,1,4.7,51,Spring
305,2,5,50,Spring
197,3,5,51,Spring
122,4,5.1,54,Spring
82,5,4.7,54,Spring
113,6,4.2,50,Spring
198,7,4,54,Spring
424,8,4.5,49,Spring
456,9,6.5,40,Spring
494,10,7.2,43,Spring
589,11,9,56,Spring
806,12,10.6,52,Spring
880,13,12.4,50,Spring
855,14,12.7,55,Spring
1025,15,12.4,58,Spring
947,16,12.3,61,Spring
916,17,11.1,66,Spring
736,18,9,76,Spring
521,19,7.7,80,Spring
513,20,7.1,83,Spring
487,21,6.7,84,Spring
460,22,6.5,85,Spring
354,23,6.4,85,Spring
372,0,6.4,84,Spring
267,1,6.4,82,Spring
195,2,6,82,Spring
139,3,5.5,83,Spring
90,4,5.3,82,Spring
60,5,5,83,Spring
71,6,4.6,84,Spring
137,7,4.7,82,Spring
225,8,5,79,Spring
331,9,6.3,73,Spring
359,10,8.4,65,Spring
466,11,10.7,56,Spring
626,12,12.7,45,Spring
784,13,14.6,38,Spring
882,14,16.1,37,Spring
960,15,16.7,38,Spring
1031,16,16.5,39,Spring
911,17,15.8,40,Spring
768,18,14.4,44,Spring
571,19,12.6,59,Spring
502,20,10.7,70,Spring
456,21,9.8,74,Spring
424,22,8.8,79,Spring
336,23,8,82,Spring
244,0,7.1,84,Spring
185,1,6.3,87,Spring
93,2,5.4,95,Spring
62,3,5.5,96,Spring
65,4,5.5,96,Spring
98,5,5.4,97,Spring
227,6,5.7,97,Spring
581,7,6,96,Spring
983,8,6.4,90,Spring
540,9,7.6,82,Spring
415,10,10,70,Spring
422,11,12.6,60,Spring
492,12,14.6,53,Spring
504,13,16,47,Spring
575,14,17.4,39,Spring
604,15,17.6,33,Spring
819,16,17.7,33,Spring
925,17,17.1,31,Spring
1477,18,16,33,Spring
1031,19,14.3,37,Spring
835,20,12.9,42,Spring
798,21,11.6,54,Spring
662,22,10.7,58,Spring
447,23,9.8,62,Spring
380,0,9,68,Spring
278,1,8.7,70,Spring
163,2,8.3,70,Spring
127,3,8.1,71,Spring
95,4,7.8,70,Spring
110,5,8,63,Spring
231,6,8.1,66,Spring
705,7,8.5,67,Spring
1201,8,9.3,62,Spring
699,9,11.6,51,Spring
462,10,13.9,40,Spring
560,11,15.8,40,Spring
586,12,16.7,47,Spring
563,13,18.6,46,Spring
618,14,19.4,45,Spring
636,15,19.9,45,Spring
774,16,19.5,50,Spring
960,17,18.4,54,Spring
1521,18,16.8,60,Spring
1020,19,15,67,Spring
864,20,13.9,72,Spring
866,21,13.4,73,Spring
764,22,12.9,75,Spring
527,23,12.4,74,Spring
400,0,12,76,Spring
337,1,11.6,74,Spring
225,2,11.5,75,Spring
150,3,10.9,79,Spring
104,4,10.6,77,Spring
107,5,10.2,80,Spring
258,6,9.6,84,Spring
741,7,9.6,82,Spring
1353,8,10.3,77,Spring
723,9,12.4,66,Spring
494,10,14.7,62,Spring
588,11,15.6,60,Spring
629,12,16.5,57,Spring
723,13,17.5,54,Spring
698,14,18.6,46,Spring
785,15,18.2,45,Spring
943,16,18.3,43,Spring
1221,17,17.6,45,Spring
1839,18,17,53,Spring
1288,19,16,60,Spring
1133,20,15.2,65,Spring
1035,21,14.2,70,Spring
907,22,13.6,73,Spring
614,23,13.5,74,Spring
466,0,13.4,77,Spring
390,1,13,81,Spring
254,2,12.9,83,Spring
170,3,12.7,80,Spring
109,4,12.8,81,Spring
106,5,12.7,83,Spring
274,6,12.6,83,Spring
781,7,12.8,82,Spring
1281,8,13.3,80,Spring
757,9,13.5,79,Spring
482,10,15,69,Spring
583,11,16.1,63,Spring
714,12,18.2,55,Spring
716,13,19.5,48,Spring
711,14,20.2,47,Spring
781,15,20.8,42,Spring
957,16,20.7,38,Spring
1194,17,20.3,48,Spring
1776,18,19.1,47,Spring
1260,19,17.5,61,Spring
1079,20,15.6,64,Spring
1046,21,14.4,66,Spring
949,22,13.3,71,Spring
614,23,12.7,75,Spring
490,0,11.8,78,Spring
401,1,11.4,77,Spring
261,2,10.8,72,Spring
184,3,10.3,68,Spring
115,4,9.9,67,Spring
117,5,10.4,62,Spring
284,6,10.3,70,Spring
747,7,10.5,70,Spring
1406,8,11.5,60,Spring
772,9,13.7,46,Spring
583,10,16,29,Spring
739,11,17.8,26,Spring
939,12,19.1,26,Spring
860,13,20.3,27,Spring
965,14,21,28,Spring
1068,15,21.8,28,Spring
1156,16,20.7,36,Spring
1460,17,19.4,45,Spring
1935,18,17.4,57,Spring
1268,19,15.2,60,Spring
1045,20,14.3,63,Spring
948,21,13.7,73,Spring
880,22,12.7,76,Spring
678,23,12.1,77,Spring
537,0,11.7,77,Spring
502,1,11.5,77,Spring
397,2,11,73,Spring
264,3,10.7,74,Spring
163,4,10.4,73,Spring
108,5,9.8,73,Spring
142,6,9.4,75,Spring
264,7,9.5,72,Spring
489,8,10.4,65,Spring
642,9,12.6,57,Spring
618,10,14.7,53,Spring
824,11,16.7,45,Spring
1072,12,18.2,38,Spring
1218,13,19.3,37,Spring
1381,14,20.1,30,Spring
1542,15,18.9,28,Spring
1578,16,18,32,Spring
1531,17,17.3,36,Spring
1391,18,16.6,33,Spring
1025,19,15.3,41,Spring
972,20,14,45,Spring
1010,21,13.3,48,Spring
922,22,12.8,52,Spring
655,23,12.4,63,Spring
579,0,12.1,70,Spring
453,1,11.7,74,Spring
322,2,11.7,72,Spring
221,3,11.9,71,Spring
147,4,12.1,69,Spring
96,5,12.3,65,Spring
110,6,12.4,61,Spring
169,7,12.5,62,Spring
342,8,12.9,64,Spring
485,9,13.5,66,Spring
566,10,14.7,61,Spring
737,11,16.7,55,Spring
926,12,18,53,Spring
1156,13,17.9,60,Spring
1201,14,17.5,67,Spring
1349,15,18.2,63,Spring
1409,16,18.2,69,Spring
1362,17,18,72,Spring
1296,18,17.7,75,Spring
1066,19,17.4,79,Spring
984,20,17.1,80,Spring
983,21,16.9,81,Spring
841,22,16.7,83,Spring
588,23,16.3,82,Spring
468,0,16.1,80,Spring
295,1,16,79,Spring
155,2,15.7,81,Spring
111,3,15.6,81,Spring
86,4,15.7,79,Spring
125,5,15.3,82,Spring
359,6,14.9,81,Spring
918,7,15.1,80,Spring
1469,8,15.7,75,Spring
806,9,16.6,70,Spring
579,10,17.5,66,Spring
662,11,18.5,61,Spring
818,12,20.8,50,Spring
818,13,21.9,48,Spring
920,14,23,42,Spring
993,15,23.7,43,Spring
1218,16,23,47,Spring
1569,17,22,49,Spring
2401,18,20.7,54,Spring
1779,19,19.1,60,Spring
1517,20,18.2,65,Spring
1503,21,17.9,64,Spring
1213,22,17.4,66,Spring
803,23,16.8,70,Spring
532,0,16.8,69,Spring
430,1,17.1,72,Spring
275,2,17,73,Spring
156,3,17,74,Spring
124,4,16.9,74,Spring
163,5,16.9,73,Spring
388,6,16.8,74,Spring
1033,7,16.8,73,Spring
1677,8,17.3,71,Spring
867,9,18.3,67,Spring
664,10,18.9,66,Spring
696,11,19,67,Spring
913,12,19.6,63,Spring
870,13,20.1,61,Spring
931,14,21,53,Spring
961,15,19.9,58,Spring
1173,16,19.7,58,Spring
1436,17,19.7,57,Spring
2134,18,18.9,68,Spring
1415,19,18,74,Spring
1470,20,17.3,80,Spring
1223,21,17,83,Spring
1030,22,16,85,Spring
454,23,15,94,Spring
355,0,15,96,Spring
113,1,14.8,96,Spring
15,2,14.5,97,Spring
22,3,14.3,97,Spring
14,4,14.1,97,Spring
19,5,11.9,97,Spring
172,6,11.7,95,Spring
665,7,10.3,90,Spring
1284,8,10.3,86,Spring
378,9,10.4,81,Spring
505,10,10.7,81,Spring
744,11,12.8,65,Spring
928,12,15.3,54,Spring
951,13,16.7,47,Spring
1096,14,17.9,42,Spring
1209,15,17.9,44,Spring
1413,16,17.9,42,Spring
1745,17,17.2,46,Spring
2402,18,16,47,Spring
1626,19,14.3,53,Spring
1374,20,12.8,56,Spring
1256,21,11.8,57,Spring
1041,22,10.9,58,Spring
668,23,10.2,58,Spring
436,0,9.5,61,Spring
373,1,9,62,Spring
220,2,9,63,Spring
150,3,8.9,64,Spring
87,4,8.8,65,Spring
18,5,8.3,81,Spring
21,6,7.5,94,Spring
38,7,7.1,94,Spring
207,8,6.7,94,Spring
129,9,6.8,89,Spring
95,10,7.1,87,Spring
47,11,7.1,93,Spring
70,12,7.3,95,Spring
84,13,7.7,95,Spring
46,14,8,95,Spring
37,15,8.1,96,Spring
31,16,8.1,96,Spring
46,17,8,96,Spring
75,18,7.6,96,Spring
75,19,7.6,96,Spring
56,20,7.3,96,Spring
99,21,7.3,96,Spring
77,22,7.2,96,Spring
79,23,7.1,96,Spring
56,0,7.2,95,Spring
50,1,7.2,95,Spring
27,2,7.3,96,Spring
18,3,7.2,96,Spring
9,4,6.8,97,Spring
54,5,6.3,97,Spring
178,6,6.1,96,Spring
591,7,5.7,95,Spring
1235,8,5.9,90,Spring
719,9,6.9,83,Spring
529,10,8,73,Spring
598,11,8.3,69,Spring
756,12,6.7,71,Spring
683,13,7.9,58,Spring
572,14,7.4,56,Spring
545,15,6.8,50,Spring
585,16,6.6,50,Spring
776,17,6.3,50,Spring
1114,18,5.9,43,Spring
659,19,4.8,48,Spring
508,20,4.3,59,Spring
447,21,4,67,Spring
499,22,3.9,68,Spring
312,23,3.8,75,Spring
282,0,3,67,Spring
225,1,2.6,67,Spring
123,2,1.8,81,Spring
122,3,1.5,82,Spring
80,4,1.6,70,Spring
57,5,1.6,62,Spring
108,6,1.7,58,Spring
206,7,1.9,51,Spring
399,8,2.4,44,Spring
426,9,3.4,37,Spring
453,10,4.3,31,Spring
553,11,4.7,26,Spring
697,12,6,23,Spring
852,13,7.4,22,Spring
919,14,8.1,24,Spring
925,15,7.6,36,Spring
897,16,7.9,34,Spring
908,17,7.6,36,Spring
714,18,6.4,43,Spring
518,19,4.9,47,Spring
458,20,4.2,44,Spring
443,21,3.8,39,Spring
426,22,3.5,41,Spring
368,23,3.1,39,Spring
325,0,2.9,46,Spring
224,1,2.4,46,Spring
191,2,2.2,49,Spring
141,3,2,50,Spring
90,4,1.7,51,Spring
59,5,1.3,51,Spring
101,6,0.9,52,Spring
159,7,0.9,54,Spring
332,8,2.9,53,Spring
405,9,5.1,46,Spring
494,10,6.3,39,Spring
586,11,6.4,29,Spring
709,12,6.9,30,Spring
847,13,7.4,27,Spring
777,14,7.9,27,Spring
343,15,7.3,38,Spring
137,16,6.1,65,Spring
58,17,4.3,80,Spring
22,18,3,89,Spring
44,19,2.5,94,Spring
93,20,2.7,90,Spring
170,21,2.8,88,Spring
177,22,2.7,88,Spring
182,23,2.9,85,Spring
197,0,3.2,84,Spring
140,1,2.8,87,Spring
97,2,2.2,88,Spring
52,3,1.6,94,Spring
43,4,1.1,95,Spring
91,5,0.7,96,Spring
239,6,0.1,97,Spring
651,7,0.6,97,Spring
1163,8,1,97,Spring
682,9,2.6,96,Spring
506,10,5.2,73,Spring
644,11,7.5,54,Spring
799,12,10.4,44,Spring
869,13,12.4,32,Spring
921,14,13.9,26,Spring
1038,15,14.2,24,Spring
1185,16,15.3,24,Spring
1479,17,15.3,26,Spring
2401,18,14.8,24,Spring
1599,19,13.4,33,Spring
1362,20,11.7,34,Spring
1232,21,10.3,38,Spring
1069,22,9.6,41,Spring
623,23,9.6,43,Spring
485,0,9,46,Spring
376,1,9,44,Spring
250,2,8.8,43,Spring
149,3,8.1,48,Spring
102,4,7.5,48,Spring
123,5,7.1,53,Spring
370,6,6.9,51,Spring
981,7,7.2,50,Spring
1702,8,9.6,38,Spring
982,9,11.9,35,Spring
703,10,15.2,31,Spring
839,11,18.5,27,Spring
1023,12,20.5,37,Spring
967,13,21.9,34,Spring
913,14,21.2,35,Spring
933,15,21.4,33,Spring
1080,16,20.9,34,Spring
1004,17,20.6,39,Spring
1805,18,19.7,52,Spring
1153,19,19.2,55,Spring
336,20,19.1,58,Spring
133,21,17.5,70,Spring
75,22,15.8,83,Spring
212,23,15.1,83,Spring
0,0,14.4,82,Spring
0,1,13.6,81,Spring
0,2,12.7,80,Spring
0,3,11.6,81,Spring
0,4,10.2,83,Spring
0,5,9.7,84,Spring
0,6,9,86,Spring
0,7,8.8,85,Spring
0,8,9.7,77,Spring
0,9,11.8,59,Spring
0,10,13.3,51,Spring
0,11,14.9,44,Spring
0,12,15.7,46,Spring
0,13,15.6,38,Spring
0,14,16.4,28,Spring
0,15,17,28,Spring
0,16,16.9,23,Spring
0,17,16.2,22,Spring
0,18,15.2,21,Spring
0,19,13.2,28,Spring
0,20,11.9,33,Spring
0,21,11,34,Spring
0,22,10.3,42,Spring
0,23,9.7,45,Spring
504,0,9.5,40,Spring
374,1,8.9,40,Spring
269,2,8.1,45,Spring
182,3,7.8,49,Spring
98,4,7.5,53,Spring
144,5,7.1,57,Spring
375,6,7.1,55,Spring
1054,7,7.6,54,Spring
1789,8,8.9,48,Spring
952,9,11.5,43,Spring
686,10,13.8,39,Spring
829,11,16.2,30,Spring
969,12,17.5,20,Spring
1029,13,18.1,18,Spring
990,14,18.8,27,Spring
1074,15,19.4,24,Spring
1273,16,18.8,23,Spring
1664,17,18.6,22,Spring
2359,18,17.9,16,Spring
1641,19,15.9,14,Spring
1319,20,14.2,15,Spring
1241,21,13.4,15,Spring
1142,22,13.5,15,Spring
772,23,12.6,16,Spring
525,0,11.4,22,Spring
432,1,10,23,Spring
257,2,9.7,23,Spring
167,3,9.9,27,Spring
112,4,9.7,29,Spring
156,5,9.1,34,Spring
368,6,8.3,35,Spring
999,7,8.8,33,Spring
1721,8,10.6,27,Spring
982,9,13.2,22,Spring
741,10,15.7,18,Spring
867,11,16.9,15,Spring
1095,12,18.2,15,Spring
973,13,19,15,Spring
1063,14,18.7,14,Spring
1108,15,18.6,15,Spring
1270,16,18.3,16,Spring
1662,17,18.1,16,Spring
2404,18,17.5,18,Spring
1641,19,16.9,19,Spring
1359,20,16.2,22,Spring
1311,21,16.4,24,Spring
1178,22,16.3,25,Spring
849,23,15.5,27,Spring
664,0,14.8,27,Spring
513,1,14.1,25,Spring
253,2,13.5,27,Spring
62,3,12.1,41,Spring
39,4,10.3,72,Spring
20,5,9.5,76,Spring
12,6,8.7,80,Spring
18,7,8.2,88,Spring
17,8,7.7,88,Spring
17,9,7.5,94,Spring
43,10,7.7,94,Spring
52,11,8.1,94,Spring
75,12,8.6,94,Spring
70,13,8.8,93,Spring
122,14,8.9,94,Spring
203,15,8.6,88,Spring
445,16,8.9,87,Spring
675,17,9.3,81,Spring
706,18,9.6,79,Spring
612,19,9.5,76,Spring
640,20,9.4,76,Spring
633,21,9.1,76,Spring
586,22,8.8,77,Spring
503,23,8.4,77,Spring
475,0,7.8,78,Spring
349,1,7.1,78,Spring
254,2,6.7,80,Spring
183,3,6.4,83,Spring
110,4,6,84,Spring
65,5,5.8,85,Spring
102,6,5.6,85,Spring
223,7,5.8,83,Spring
401,8,7,78,Spring
513,9,8.6,66,Spring
582,10,10.3,62,Spring
797,11,11.8,57,Spring
1105,12,12.5,53,Spring
1229,13,13.5,46,Spring
